Ticker,Full_Ticker,Name,Sector,Industry_GICS,Index_Membership,Market_Cap,Net_Debt,Minority_Interest,EV,EBITDA,Net_Income,Equity,Avg_EBITDA_Margin_Forecast_10y,EBITDA_Forecast_CAGR_10y,Avg_Net_Income_Margin_Forecast_10y,Net_Income_Forecast_CAGR_10y,ROE,Beta_5y,Net_Debt_perc_EV,EV_TTM_EBITDA,Market_Cap_TTM_Net_Income,Market_Cap_BV_Equity
SHEN,NASDAQGS:SHEN,Shenandoah Telecommunications Company,Communication Services,Wireless Telecommunication Services,"Nasdaq Composite, Russell 2000, Russell 3000, S&P Smallcap 600"," 2,140 ", 565 , -   ," 2,706 ", 258 , 91 , 548 ,35%,-7%,15%,-6%,10%, 0.36 ,21%,10.5, 23.5 , 3.9 
APLE,NYSE:APLE,"Apple Hospitality REIT, Inc.",Real Estate,Equity Real Estate Investment Trusts (REITs),"Russell 1000, Russell 3000"," 2,847 "," 1,749 ", -   ," 4,595 ", 164 ,-97 ," 3,075 ",34%,5%,7%,3%,-3%, 1.32 ,38%,28.0,  , 0.9 
KEX,NYSE:KEX,Kirby Corporation,Industrials,Marine,"Dow Jones Composite Average, Dow Jones Transportation Average, Russell 1000, Russell 3000, S&P Midcap 400"," 2,995 "," 1,659 ", 3 ," 4,658 ", 361 ,-292 ," 3,078 ",20%,2%,6%,2%,-9%, 1.46 ,36%,12.9,  , 1.0 
HI,NYSE:HI,"Hillenbrand, Inc.",Industrials,Machinery,"Russell 2000, Russell 3000, S&P Smallcap 600"," 2,868 "," 1,403 ", 20 ," 4,291 ", 458 ,-60 ," 1,079 ",18%,2%,9%,NM,-7%, 1.54 ,33%,9.4,  , 2.7 
IBTX,NASDAQGS:IBTX,"Independent Bank Group, Inc.",Financials,Banks,"Nasdaq Composite, Russell 2000, Russell 3000, S&P Smallcap 600"," 2,654 ",-727 , -   ," 1,927 ", -   , 193 ," 2,476 ",5%,2%,33%,0%,8%, 1.87 ,-38%,, 13.7 , 1.1 
CNX,NYSE:CNX,CNX Resources Corporation,Energy,"Oil, Gas & Consumable Fuels","Russell 2000, Russell 3000, S&P Midcap 400"," 2,483 "," 2,595 ", -   ," 5,078 ", 431 ,-951 ," 4,270 ",62%,-2%,17%,NM,-22%, 1.64 ,51%,11.8,  , 0.6 
ACA,NYSE:ACA,"Arcosa, Inc.",Industrials,Construction & Engineering,"Russell 2000, Russell 3000, S&P Smallcap 600"," 2,610 ", 94 , -   ," 2,704 ", 276 , 117 ," 1,882 ",15%,4%,7%,4%,6%, 0.42 ,3%,9.8, 22.3 , 1.4 
GNW,NYSE:GNW,"Genworth Financial, Inc.",Financials,Insurance,"Russell 2000, Russell 3000, S&P Midcap 400"," 2,083 ", 794 , 476 ," 3,353 ", 977 ,-106 ," 15,232 ",9%,-3%,6%,2%,3%, 1.19 ,24%,3.4,  , 0.1 
REGI,NASDAQGS:REGI,"Renewable Energy Group, Inc.",Energy,"Oil, Gas & Consumable Fuels","Nasdaq Composite, Russell 2000, Russell 3000, S&P Smallcap 600"," 3,108 ",-291 , -   ," 2,816 ", 682 , 606 ," 1,184 ",14%,-1%,10%,-2%,65%, 1.16 ,-10%,4.1, 5.1 , 2.6 
BECN,NASDAQGS:BECN,"Beacon Roofing Supply, Inc.",Industrials,Trading Companies & Distributors,"Nasdaq Composite, Russell 2000, Russell 3000"," 2,770 "," 2,589 ", -   ," 5,359 ", 442 ,-81 ," 2,160 ",7%,4%,3%,NM,-6%, 1.95 ,48%,12.1,  , 1.3 
ESE,NYSE:ESE,ESCO Technologies Inc.,Industrials,Machinery,"Russell 2000, Russell 3000, S&P Smallcap 600"," 2,592 ", 62 , -   ," 2,653 ", 136 , 102 , 962 ,21%,5%,12%,17%,3%, 1.07 ,2%,19.6, 25.4 , 2.7 
FORM,NASDAQGS:FORM,"FormFactor, Inc.",Information Technology,Semiconductors & Semiconductor Equipment,"Nasdaq Composite, Russell 2000, Russell 3000, S&P Smallcap 600"," 3,277 ",-172 , -   ," 3,105 ", 131 , 78 , 714 ,23%,8%,17%,15%,12%, 1.41 ,-6%,23.8, 42.1 , 4.6 
TPH,NYSE:TPH,"TRI Pointe Group, Inc.",Consumer Discretionary,Household Durables,"Russell 2000, Russell 3000, S&P Midcap 400"," 2,247 ", 893 , 0 ," 3,140 ", 434 , 285 ," 2,198 ",12%,3%,8%,4%,13%, 1.62 ,28%,7.2, 7.9 , 1.0 
CDLX,NASDAQGM:CDLX,"Cardlytics, Inc.",Communication Services,Media,"Nasdaq Composite, Russell 2000, Russell 3000"," 3,986 ",-103 , -   ," 3,883 ",-38 ,-45 , 150 ,12%,NM,5%,NM,-33%, 2.61 ,-3%,,  , 26.5 
BMI,NYSE:BMI,"Badger Meter, Inc.",Information Technology,"Electronic Equipment, Instruments & Components","Russell 2000, Russell 3000, S&P Smallcap 600"," 2,664 ",-87 , -   ," 2,578 ", 89 , 49 , 352 ,22%,3%,13%,4%,14%, 0.75 ,-3%,28.9, 54.9 , 7.6 
AEL,NYSE:AEL,American Equity Investment Life Holding Company,Financials,Insurance,"Russell 2000, Russell 3000, S&P Smallcap 600"," 2,486 ","-2,083 ", -   , 403 ," 1,129 ", 883 ," 6,119 ",18%,2%,16%,6%,17%, 1.48 ,-517%,0.4, 2.8 , 0.4 
PACW,NASDAQGS:PACW,PacWest Bancorp,Financials,Banks,"Nasdaq Composite, Russell 1000, Russell 3000, S&P Midcap 400"," 2,786 ","-2,290 ", -   , 496 , -   ,"-1,237 "," 3,486 ",3%,0%,27%,NM,-29%, 1.67 ,-462%,,  , 0.8 
KRTX,NASDAQGM:KRTX,"Karuna Therapeutics, Inc.",Healthcare,Biotechnology,"Nasdaq Composite, Russell 2000, Russell 3000"," 2,795 ",-342 , -   ," 2,453 ",-56 ,-52 , 357 ,NM,NM,NM,NM,-20%, -   ,-14%,,  , 7.8 
VEON,NASDAQGS:VEON,VEON Ltd.,Communication Services,Wireless Telecommunication Services,Nasdaq Composite," 2,781 "," 7,873 ", 857 ," 11,511 "," 2,921 ",-334 , 832 ,44%,3%,7%,1%,-54%, 1.38 ,68%,3.9,  , 3.3 
CRNC,NASDAQGS:CRNC,Cerence Inc.,Information Technology,Software,"Nasdaq Composite, Russell 2000, Russell 3000"," 4,083 ", 150 , -   ," 4,233 ", 65 ,-21 , 958 ,38%,12%,23%,NM,-2%, -   ,4%,65.6,  , 4.3 
FHB,NASDAQGS:FHB,"First Hawaiian, Inc.",Financials,Banks,"Nasdaq Composite, Russell 1000, Russell 3000, S&P Smallcap 600"," 2,974 ",-771 , -   ," 2,203 ", -   , 192 ," 2,734 ",9%,-4%,36%,NM,7%, 1.32 ,-35%,, 15.5 , 1.1 
PGNY,NASDAQGS:PGNY,"Progyny, Inc.",Healthcare,Healthcare Providers & Services,"Nasdaq Composite, Russell 2000, Russell 3000"," 3,574 ",-105 , -   ," 3,469 ", 13 , 3 , 127 ,17%,36%,11%,NM,5%, -   ,-3%,271.3," 1,116.8 ", 28.1 
TRN,NYSE:TRN,"Trinity Industries, Inc.",Industrials,Machinery,"Russell 1000, Russell 3000, S&P Midcap 400"," 3,025 "," 4,957 ", 276 ," 8,258 ", 574 , 2 ," 2,094 ",32%,4%,5%,2%,0%, 1.54 ,60%,14.4," 2,016.9 ", 1.4 
JELD,NYSE:JELD,"JELD-WEN Holding, Inc.",Industrials,Building Products,"Russell 2000, Russell 3000"," 2,388 "," 1,377 ", -   ," 3,765 ", 353 , 56 , 893 ,12%,7%,5%,15%,7%, 2.58 ,37%,10.7, 42.5 , 2.7 
CPA,NYSE:CPA,"Copa Holdings, S.A.",Industrials,Airlines,"Russell 1000, Russell 3000"," 3,158 ", 624 , -   ," 3,782 ",-72 ,-427 ," 1,475 ",33%,12%,11%,14%,-25%, 1.66 ,17%,,  , 2.1 
PRMW,NYSE:PRMW,Primo Water Corporation,Consumer Staples,Beverages,"Russell 2000, Russell 3000"," 2,504 "," 1,495 ", -   ," 3,999 ", 351 ,-102 ," 1,362 ",19%,4%,4%,NM,-10%, 1.35 ,37%,11.4,  , 1.8 
CBT,NYSE:CBT,Cabot Corporation,Materials,Chemicals,"Russell 1000, Russell 3000, S&P Midcap 400"," 2,480 "," 1,068 ", 123 ," 3,671 ", 374 ,-238 , 814 ,18%,6%,7%,NM,-28%, 1.60 ,29%,9.8,  , 3.0 
ADNT,NYSE:ADNT,Adient plc,Consumer Discretionary,Auto Components,"Russell 2000, Russell 3000, S&P Midcap 400"," 3,261 "," 2,955 ", 365 ," 6,581 ", 367 ,-547 ," 1,578 ",8%,14%,2%,NM,-36%, 3.33 ,45%,17.9,  , 2.1 
RVMD,NASDAQGS:RVMD,"Revolution Medicines, Inc.",Healthcare,Biotechnology,"Nasdaq Composite, Russell 2000, Russell 3000"," 2,866 ",-433 , -   ," 2,434 ",-94 ,-89 , 505 ,-68%,NM,-64%,NM,-38%, -   ,-18%,,  , 5.7 
ADS,NYSE:ADS,Alliance Data Systems Corporation,Information Technology,IT Services,"Russell 1000, Russell 3000, S&P Midcap 400"," 3,360 "," 14,515 ", -   ," 17,875 ", 706 , 299 ," 1,323 ",30%,4%,14%,4%,23%, 2.58 ,81%,25.3, 11.2 , 2.5 
RHP,NYSE:RHP,"Ryman Hospitality Properties, Inc.",Real Estate,Equity Real Estate Investment Trusts (REITs),"Russell 2000, Russell 3000"," 3,388 "," 2,674 ", 128 ," 6,190 ", 73 ,-293 , 400 ,30%,9%,-11%,NM,-100%, 1.81 ,43%,84.9,  , 8.5 
DAN,NYSE:DAN,Dana Incorporated,Consumer Discretionary,Auto Components,"Russell 2000, Russell 3000, S&P Midcap 400"," 2,846 "," 2,163 ", 242 ," 5,251 ", 569 , 14 ," 1,945 ",11%,2%,4%,7%,1%, 2.62 ,41%,9.2, 203.3 , 1.5 
DY,NYSE:DY,"Dycom Industries, Inc.",Industrials,Construction & Engineering,"Russell 2000, Russell 3000, S&P Midcap 400"," 2,295 ", 608 , -   ," 2,903 ", 300 , 27 , 913 ,11%,4%,4%,11%,3%, 1.63 ,21%,9.7, 83.9 , 2.5 
X,NYSE:X,United States Steel Corporation,Materials,Metals & Mining,"Russell 2000, Russell 3000, S&P Midcap 400"," 3,720 "," 3,428 ", 55 ," 7,203 ",-257 ,"-1,882 "," 3,504 ",6%,8%,-2%,NM,-49%, 2.46 ,48%,,  , 1.1 
ROCK,NASDAQGS:ROCK,"Gibraltar Industries, Inc.",Industrials,Building Products,"Nasdaq Composite, Russell 2000, Russell 3000, S&P Smallcap 600"," 2,313 ",-157 , -   ," 2,156 ", 145 , 87 , 746 ,16%,8%,10%,9%,12%, 1.24 ,-7%,14.9, 26.4 , 3.1 
BIG,NYSE:BIG,"Big Lots, Inc.",Consumer Discretionary,Multiline Retail,"Russell 2000, Russell 3000, S&P Smallcap 600"," 1,639 "," 1,347 ", -   ," 2,985 ", 490 , 625 ," 1,256 ",8%,4%,4%,-1%,62%, 2.49 ,45%,6.1, 2.6 , 1.3 
ABG,NYSE:ABG,"Asbury Automotive Group, Inc.",Consumer Discretionary,Specialty Retail,"Russell 2000, Russell 3000, S&P Smallcap 600"," 2,654 "," 2,344 ", -   ," 4,998 ", 395 , 209 , 812 ,5%,5%,3%,6%,30%, 1.72 ,47%,12.6, 12.7 , 3.3 
COOP,NASDAQCM:COOP,Mr. Cooper Group Inc.,Financials,Thrifts & Mortgage Finance,"Nasdaq Composite, Russell 2000, Russell 3000, S&P Smallcap 600"," 2,765 "," 15,724 ", 1 ," 18,490 "," 1,294 ", 577 ," 2,341 ",13%,-7%,16%,3%,28%, 1.51 ,85%,14.3, 4.8 , 1.2 
SHOO,NASDAQGS:SHOO,"Steven Madden, Ltd.",Consumer Discretionary,"Textiles, Apparel & Luxury Goods","Nasdaq Composite, Russell 2000, Russell 3000, S&P Smallcap 600"," 2,868 ",-113 , 12 ," 2,766 ", 67 ,-23 , 768 ,12%,3%,8%,3%,-3%, 1.21 ,-4%,41.0,  , 3.7 
ASB,NYSE:ASB,Associated Banc-Corp,Financials,Banks,"Russell 1000, Russell 3000, S&P Midcap 400"," 2,475 "," 2,205 ", -   ," 4,680 ", -   , 312 ," 4,045 ",7%,0%,18%,-4%,8%, 1.22 ,47%,, 7.9 , 0.6 
VCYT,NASDAQGM:VCYT,"Veracyte, Inc.",Healthcare,Biotechnology,"Nasdaq Composite, Russell 2000, Russell 3000"," 3,310 ",-332 , -   ," 2,978 ",-29 ,-34 , 423 ,4%,NM,-1%,NM,-11%, 0.82 ,-11%,,  , 7.8 
RCM,NASDAQGS:RCM,R1 RCM Inc.,Healthcare,Healthcare Providers & Services,"Nasdaq Composite, Russell 2000, Russell 3000, S&P Smallcap 600"," 2,733 ", 539 , -   ," 3,272 ", 194 , 46 , 308 ,22%,13%,14%,NM,35%, 0.75 ,16%,16.9, 59.0 , 8.9 
AGO,NYSE:AGO,Assured Guaranty Ltd.,Financials,Insurance,"Russell 1000, Russell 3000"," 2,454 "," 1,047 ", 68 ," 3,569 ", -   , 351 ," 6,617 ",61%,-1%,25%,-7%,5%, 1.13 ,29%,, 7.0 , 0.4 
MOG.A,NYSE:MOG.A,Moog Inc.,Industrials,Aerospace & Defense,"Russell 2000, Russell 3000, S&P Smallcap 600"," 2,509 ", 935 , -   ," 3,444 ", 307 , 9 ," 1,243 ",12%,3%,5%,36%,1%, 1.57 ,27%,11.2, 272.5 , 2.0 
OM,NASDAQGS:OM,"Outset Medical, Inc.",Healthcare,Healthcare Equipment & Supplies,Nasdaq Composite," 2,306 ",-305 , -   ," 2,000 ",-103 ,-109 , 354 ,-27%,NM,-46%,NM,-19%, -   ,-15%,,  , 6.5 
SILK,NASDAQGS:SILK,"Silk Road Medical, Inc",Healthcare,Healthcare Equipment & Supplies,"Nasdaq Composite, Russell 2000, Russell 3000"," 2,101 ",-105 , -   ," 1,996 ",-34 ,-39 , 120 ,0%,NM,52%,NM,-39%, -   ,-5%,,  , 17.5 
TCO,NYSE:TCO,"Taubman Centers, Inc.",Real Estate,Equity Real Estate Investment Trusts (REITs),"Russell 1000, Russell 3000, S&P Midcap 400"," 2,654 "," 3,908 ",-201 ," 6,361 ", 325 ,-54 ,-298 ,53%,-1%,-8%,NM,-271%, 0.10 ,61%,19.6,  ,  
TDC,NYSE:TDC,Teradata Corporation,Information Technology,Software,"Russell 1000, Russell 3000, S&P Midcap 400"," 2,475 ", 150 , -   ," 2,625 ", 147 , 105 , 384 ,22%,15%,9%,NM,29%, 1.20 ,6%,17.9, 23.6 , 6.4 
YEXT,NYSE:YEXT,"Yext, Inc.",Information Technology,Software,"Russell 2000, Russell 3000"," 2,085 ",-79 , -   ," 2,006 ",-99 ,-107 , 201 ,2%,NM,2%,NM,-52%, 1.59 ,-4%,,  , 10.4 
REPL,NASDAQGS:REPL,"Replimune Group, Inc.",Healthcare,Biotechnology,"Nasdaq Composite, Russell 2000, Russell 3000"," 1,805 ",-201 , -   ," 1,604 ",-65 ,-70 , 261 ,NM,NM,NM,NM,-36%, 2.74 ,-13%,,  , 6.9 
CENT,NASDAQGS:CENT,Central Garden & Pet Company,Consumer Staples,Household Products,"Russell 2000, Russell 3000, S&P Smallcap 600"," 1,922 ", 161 , 1 ," 2,084 ", 253 , 121 ," 1,078 ",9%,2%,4%,1%,12%, 0.68 ,8%,8.2, 15.9 , 1.8 
MC,NYSE:MC,Moelis & Company,Financials,Capital Markets,"Russell 2000, Russell 3000"," 2,578 ", 108 ,-53 ," 2,633 ", -   , 74 , 415 ,36%,56%,19%,9%,17%, 1.32 ,4%,, 34.9 , 6.2 
PLXS,NASDAQGS:PLXS,Plexus Corp.,Information Technology,"Electronic Equipment, Instruments & Components","Nasdaq Composite, Russell 2000, Russell 3000, S&P Smallcap 600"," 2,213 ",-7 , -   ," 2,206 ", 216 , 117 , 977 ,7%,3%,4%,4%,13%, 1.19 ,0%,10.2, 18.8 , 2.3 
STRA,NASDAQGS:STRA,"Strategic Education, Inc.",Consumer Discretionary,Diversified Consumer Services,"Nasdaq Composite, Russell 2000, Russell 3000, S&P Midcap 400"," 2,252 ",-667 , -   ," 1,585 ", 263 , 109 ," 1,705 ",25%,5%,14%,10%,7%, 0.56 ,-42%,6.0, 20.7 , 1.3 
WCC,NYSE:WCC,"WESCO International, Inc.",Industrials,Trading Companies & Distributors,"Russell 2000, Russell 3000"," 3,792 "," 4,974 ",-8 ," 8,759 ", 552 , 134 ," 3,213 ",6%,12%,2%,8%,4%, 2.47 ,57%,15.9, 28.4 , 1.2 
ARCE,NASDAQGS:ARCE,Arco Platform Limited,Consumer Discretionary,Diversified Consumer Services,Nasdaq Composite," 2,072 ","-1,106 ", -   , 966 , 221 , 35 ," 2,177 ",39%,23%,26%,NM,2%, 1.03 ,-115%,4.4, 59.1 , 1.0 
CMP,NYSE:CMP,"Compass Minerals International, Inc.",Materials,Metals & Mining,"Russell 2000, Russell 3000, S&P Midcap 400"," 2,073 "," 1,376 ", -   ," 3,449 ", 314 , 83 , 324 ,24%,3%,7%,7%,21%, 1.57 ,40%,11.0, 24.9 , 6.4 
GEF,NYSE:GEF,"Greif, Inc.",Materials,Containers & Packaging,"Russell 2000, Russell 3000, S&P Midcap 400"," 2,285 "," 2,747 ", 69 ," 5,101 ", 640 , 109 ," 1,221 ",15%,3%,5%,10%,10%, 1.22 ,54%,8.0, 21.0 , 1.9 
ITGR,NYSE:ITGR,Integer Holdings Corporation,Healthcare,Healthcare Equipment & Supplies,"Russell 2000, Russell 3000, S&P Smallcap 600"," 2,664 ", 795 , -   ," 3,458 ", 177 , 73 ," 1,233 ",21%,3%,12%,7%,6%, 1.37 ,23%,19.5, 36.6 , 2.2 
AUPH,NASDAQGM:AUPH,Aurinia Pharmaceuticals Inc.,Healthcare,Biotechnology,Nasdaq Composite," 1,702 ",-384 , -   ," 1,318 ",-108 ,-157 , 399 ,-2566%,NM,-10388%,NM,-60%, 0.66 ,-29%,,  , 4.3 
BRC,NYSE:BRC,Brady Corporation,Industrials,Commercial Services & Supplies,"Russell 2000, Russell 3000, S&P Smallcap 600"," 2,509 ",-210 , -   ," 2,298 ", 177 , 108 , 880 ,18%,3%,12%,4%,12%, 0.77 ,-9%,13.0, 23.2 , 2.8 
MDGL,NASDAQGS:MDGL,"Madrigal Pharmaceuticals, Inc.",Healthcare,Biotechnology,"Nasdaq Composite, Russell 2000, Russell 3000"," 1,824 ",-335 , -   ," 1,489 ",-177 ,-171 , 290 ,-1067%,NM,-803%,NM,-47%, 1.17 ,-22%,,  , 6.3 
CMPR,NASDAQGS:CMPR,Cimpress plc,Industrials,Commercial Services & Supplies,"Nasdaq Composite, Russell 2000, Russell 3000"," 2,276 "," 1,499 ", 71 ," 3,846 ", 304 , 53 ,-343 ,18%,7%,14%,18%,NM, 1.60 ,39%,12.6, 43.3 ,  
SABR,NASDAQGS:SABR,Sabre Corporation,Information Technology,IT Services,"Nasdaq Composite, Russell 1000, Russell 3000, S&P Midcap 400"," 3,522 "," 3,122 ", 9 ," 6,653 ",-514 ,-957 , 641 ,20%,11%,-5%,-2%,-121%, 2.18 ,47%,,  , 5.5 
BEAM,NASDAQGS:BEAM,Beam Therapeutics Inc.,Healthcare,Biotechnology,"Nasdaq Composite, Russell 2000, Russell 3000"," 4,999 ",-168 , -   ," 4,831 ",-114 ,-127 , 200 ,-523961%,NM,-551786%,NM,-131%, -   ,-3%,,  , 25.0 
CORT,NASDAQCM:CORT,Corcept Therapeutics Incorporated,Healthcare,Pharmaceuticals,"Nasdaq Composite, Russell 2000, Russell 3000, S&P Smallcap 600"," 3,142 ",-441 , -   ," 2,701 ", 133 , 109 , 490 ,44%,9%,35%,8%,27%, 1.03 ,-16%,20.3, 28.7 , 6.4 
ALGT,NASDAQGS:ALGT,Allegiant Travel Company,Industrials,Airlines,"Nasdaq Composite, Russell 2000, Russell 3000, S&P Smallcap 600"," 2,819 ", 956 , -   ," 3,775 ", 80 ,-95 , 712 ,32%,8%,11%,7%,-12%, 1.69 ,25%,46.9,  , 4.0 
WRI,NYSE:WRI,Weingarten Realty Investors,Real Estate,Equity Real Estate Investment Trusts (REITs),"Russell 1000, Russell 3000, S&P Midcap 400"," 2,731 "," 1,680 ", 182 ," 4,593 ", 251 , 164 ," 1,838 ",61%,1%,14%,-14%,10%, 1.52 ,37%,18.3, 16.6 , 1.5 
GHC,NYSE:GHC,Graham Holdings Company,Consumer Discretionary,Diversified Consumer Services,"Russell 1000, Russell 3000, S&P Midcap 400"," 2,483 ", 283 , 20 ," 2,786 ", 419 , 209 ," 3,259 ",15%,2%,11%,2%,7%, 1.09 ,10%,6.6, 11.9 , 0.8 
TR,NYSE:TR,"Tootsie Roll Industries, Inc.",Consumer Staples,Food Products,"Russell 2000, Russell 3000, S&P Midcap 400"," 1,960 ",-157 ,-0 ," 1,803 ", 91 , 59 , 761 ,18%,0%,12%,-1%,8%, 0.00 ,-9%,19.9, 33.5 , 2.6 
ABCB,NASDAQGS:ABCB,Ameris Bancorp,Financials,Banks,"Nasdaq Composite, Russell 2000, Russell 3000, S&P Smallcap 600"," 2,492 ", 191 , -   ," 2,684 ", -   , 229 ," 2,565 ",12%,14%,26%,4%,9%, 1.45 ,7%,, 10.9 , 1.0 
SPXC,NYSE:SPXC,SPX Corporation,Industrials,Machinery,"Russell 2000, Russell 3000, S&P Smallcap 600"," 2,402 ", 393 , -   ," 2,795 ", 180 , 104 , 583 ,15%,8%,9%,9%,21%, 1.41 ,14%,15.5, 23.2 , 4.1 
EDIT,NASDAQGS:EDIT,"Editas Medicine, Inc.",Healthcare,Biotechnology,"Nasdaq Composite, Russell 2000, Russell 3000"," 5,011 ",-515 , -   ," 4,497 ",-105 ,-91 , 441 ,-204%,NM,-229%,NM,-28%, 1.82 ,-11%,,  , 11.4 
SFBS,NASDAQGS:SFBS,"ServisFirst Bancshares, Inc.",Financials,Banks,"Nasdaq Composite, Russell 2000, Russell 3000, S&P Smallcap 600"," 2,147 ", 522 , 1 ," 2,669 ", -   , 160 , 950 ,6%,20%,45%,1%,18%, 1.26 ,20%,, 13.4 , 2.3 
RUSH.A,NASDAQGS:RUSH.A,"Rush Enterprises, Inc.",Industrials,Trading Companies & Distributors,"Nasdaq Composite, Russell 2000, Russell 3000"," 2,168 "," 1,086 ", -   ," 3,254 ", 317 , 98 ," 1,227 ",6%,0%,3%,2%,8%, 1.32 ,33%,10.3, 22.2 , 1.8 
SJI,NYSE:SJI,"South Jersey Industries, Inc.",Utilities,Gas Utilities,"Russell 2000, Russell 3000, S&P Smallcap 600"," 2,137 "," 3,286 ", 4 ," 5,427 ", 407 , 127 ," 1,632 ",33%,5%,12%,9%,8%, 0.87 ,61%,13.3, 16.8 , 1.3 
JWN,NYSE:JWN,"Nordstrom, Inc.",Consumer Discretionary,Multiline Retail,"Russell 1000, Russell 3000, S&P Midcap 400"," 4,625 "," 4,572 ", -   ," 9,197 ", 22 ,-531 , 252 ,7%,-3%,1%,-6%,-96%, 2.43 ,50%,418.0,  , 18.4 
CIM,NYSE:CIM,Chimera Investment Corporation,Financials,Mortgage Real Estate Investment Trusts (REITs),"Russell 2000, Russell 3000"," 2,421 "," 13,320 ", -   ," 15,742 ", -   , 72 ," 3,697 ",5%,NM,62%,-1%,0%, 1.01 ,85%,, 33.7 , 0.7 
STAY,NASDAQGS:STAY,"Extended Stay America, Inc.",Consumer Discretionary,"Hotels, Restaurants & Leisure","Nasdaq Composite, Russell 1000, Russell 3000"," 2,445 "," 2,318 ", -   ," 4,763 ", 379 , 54 ," 1,134 ",41%,1%,11%,0%,5%, 1.92 ,49%,12.6, 44.9 , 2.2 
FMTX,NASDAQGM:FMTX,"Forma Therapeutics Holdings, Inc.",Healthcare,Biotechnology,"Nasdaq Composite, Russell 2000, Russell 3000"," 1,879 ",-384 , -   ," 1,495 ",-116 ,-66 , 416 ,-5769%,NM,-5572%,NM,-18%, -   ,-26%,,  , 4.5 
BE,NYSE:BE,Bloom Energy Corporation,Industrials,Electrical Equipment,"Russell 2000, Russell 3000"," 5,039 ", 727 , 65 ," 5,831 ",-55 ,-196 , 43 ,19%,NM,8%,NM,NM, 3.76 ,12%,,  , 118.1 
CMD,NYSE:CMD,Cantel Medical Corp.,Healthcare,Healthcare Equipment & Supplies,"Russell 2000, Russell 3000, S&P Midcap 400"," 3,177 ", 799 , -   ," 3,976 ", 189 , 32 , 758 ,21%,7%,10%,27%,4%, 1.47 ,20%,21.0, 98.0 , 4.2 
AXNX,NASDAQGS:AXNX,"Axonics Modulation Technologies, Inc.",Healthcare,Healthcare Equipment & Supplies,"Nasdaq Composite, Russell 2000, Russell 3000"," 1,949 ",-238 , -   ," 1,710 ",-64 ,-66 , 294 ,1%,NM,-15%,NM,-34%,-0.00 ,-14%,,  , 6.6 
PCVX,NASDAQGS:PCVX,"Vaxcyte, Inc.",Healthcare,Biotechnology,"Nasdaq Composite, Russell 2000, Russell 3000"," 1,472 ",-397 , -   ," 1,075 ",-85 ,-83 , 364 ,-572%,NM,-666%,NM,-23%, -   ,-37%,,  , 4.0 
OUT,NYSE:OUT,Outfront Media Inc. (REIT),Real Estate,Equity Real Estate Investment Trusts (REITs),"Russell 1000, Russell 3000"," 2,767 "," 3,447 ", 27 ," 6,241 ", 271 ,-20 ," 1,375 ",26%,1%,6%,1%,-3%, 1.82 ,55%,23.0,  , 2.0 
AUB,NASDAQGS:AUB,Atlantic Union Bankshares Corporation,Financials,Banks,"Nasdaq Composite, Russell 2000, Russell 3000"," 2,492 ", 869 , -   ," 3,361 ", -   , 155 ," 2,661 ",9%,0%,26%,NM,6%, 1.40 ,26%,, 16.1 , 0.9 
CRON,NASDAQGM:CRON,Cronos Group Inc.,Healthcare,Pharmaceuticals,Nasdaq Composite," 2,646 ","-1,291 ",-3 ," 1,353 ",-177 , 100 ," 1,764 ",-29%,NM,-6%,-56%,6%, 2.18 ,-95%,, 26.4 , 1.5 
HTH,NYSE:HTH,Hilltop Holdings Inc.,Financials,Banks,"Russell 2000, Russell 3000"," 2,414 ", 399 , 27 ," 2,840 ", -   , 381 ," 2,439 ",5%,54%,12%,-2%,16%, 1.20 ,14%,, 6.3 , 1.0 
GPI,NYSE:GPI,"Group 1 Automotive, Inc.",Consumer Discretionary,Specialty Retail,"Russell 2000, Russell 3000, S&P Smallcap 600"," 2,112 "," 2,673 ", -   ," 4,785 ", 545 , 235 ," 1,357 ",5%,3%,3%,9%,18%, 2.13 ,56%,8.8, 9.0 , 1.6 
SPR,NYSE:SPR,"Spirit AeroSystems Holdings, Inc.",Industrials,Aerospace & Defense,"Russell 1000, Russell 3000"," 3,882 "," 1,604 ", 1 ," 5,487 ",-156 ,-507 ," 1,172 ",13%,4%,-2%,-22%,-36%, 2.01 ,29%,,  , 3.3 
NSIT,NASDAQGS:NSIT,"Insight Enterprises, Inc.",Information Technology,"Electronic Equipment, Instruments & Components","Nasdaq Composite, Russell 2000, Russell 3000, S&P Smallcap 600"," 2,590 ", 677 , -   ," 3,267 ", 340 , 162 ," 1,263 ",4%,4%,3%,7%,14%, 1.81 ,21%,9.6, 16.0 , 2.1 
EHTH,NASDAQGS:EHTH,"eHealth, Inc.",Financials,Insurance,"Nasdaq Composite, Russell 2000, Russell 3000, S&P Smallcap 600"," 1,864 ",-150 , -   ," 1,713 ", 111 , 74 , 776 ,32%,19%,24%,21%,12%,-0.23 ,-9%,15.4, 25.0 , 2.4 
TDS,NYSE:TDS,"Telephone and Data Systems, Inc.",Communication Services,Wireless Telecommunication Services,"Russell 1000, Russell 3000, S&P Midcap 400"," 2,035 "," 2,960 ", 795 ," 5,790 "," 1,188 ", 223 ," 5,599 ",25%,2%,3%,2%,5%, 1.20 ,51%,4.9, 9.1 , 0.4 
